File Name,Reference,Verse
109-1496373.jpg,,"Faith does not eliminate questions. But faith knows where to take them.
"
110-1834407.jpg,,"Some of God's greatest gifts are unanswered prayers.
"
111-345522.jpg,,"What God intended for you goes far beyond anything you can imagine.
"
112-1834407.jpg,,"Life is God's novel. Let him write it.
"
113-2310641.jpg,,"Your word is a lamp to my feet and a light for my path.
"
114-1647972.jpg,,"Let us rejoice and be glad in the Lord.
"
115-2683365.jpg,,"Fear ends where faith begins.
"
116-2683365.jpg,,"God is my first priority.
"
117-1770809.jpg,,"Amazing grace.
"
118-4064432.jpg,,"What would Jesus do?
"
